"Permit_ID","Permittee","Mine_Name","Orig_Bond","Curr_Bond","Avail_Bond","Mine_Status","Bond_Status","Highwall_Comp","Highwall_Viol","Highwall_Total","Acres","Issue_Date","Per_Type","Type_Flag","Post_SMCRA","Full_Bond","Highwall_IDs","Highwall_Length","Highwall_Cost_Min","Highwall_Cost_Mid","Highwall_Cost_Max","Min_Deficit","Mid_Deficit","Max_Deficit"
"8670561","4TH GEN FUELS, LLC","",6220400,3451800,3451800,"Actively Producing","Bonded",3100,0,3100,895.6153266,2021-08-06,"PERMANENT","ACT",NA,3451800,"[706, 709, 701]",531.04125875,228185.714003,342278.57106,456371.42801,-3223614.285997,-3109521.42894,-2995428.57199
"8670498","A & G COAL CORPORATION","Job 4",4677900,2169300,2169300,"Surety Reclamation","Bonded",0,5100,5100,698.1770985,2011-12-22,"PERMANENT","ACT",1,2169300,"[661, 662, 664]",1545.91107495,666341.0103283,999511.515538,1332682.020699,-1502958.9896717,-1169788.484462,-836617.979301
"8985097","ADVANCED FUEL CO","",21642,0,0,"Permit Released","Released",NA,NA,NA,1302.705827,1984-08-21,"PERMANENT","INACT",1,0,"[1430, 1429]",674.45152867,203957.348869,305936.023313,407914.697756,203957.348869,305936.023313,407914.697756
"8980652","AEP KENTUCKY COAL LLC","",1971900,0,0,"Permit Released","Released",NA,NA,NA,1086.488903,2002-04-15,"PERMANENT","INACT",1,0,"[1275, 1270]",992.18340246,597458.16777,896187.251679,1194916.335439,597458.16777,896187.251679,1194916.335439
"9180461","AMERICAN HIGHWALL MINING LLC","Corbin By-Pass Mine",151500,151500,151500,"Active Operations","Bonded",0,0,0,194.0353738,2017-09-27,"PERMANENT","ACT",1,151500,"[147]",325.19312118,136500.101918,204750.152858,273000.20383,-14999.898082,53250.152858,121500.20383
"8980602","APEX ENERGY INC","HURRICANE FORK STRIP",2106700,0,0,"Permit Released","Released",NA,NA,NA,671.2389607,2000-10-23,"PERMANENT","INACT",1,0,"[1411]",277.11232367,75844.1633,113766.24495,151688.32661,75844.1633,113766.24495,151688.32661
"8480094","APOGEE COAL COMPANY","",1562400,0,0,"Permit Released","Released",NA,NA,NA,218.7267408,1986-12-18,"PERMANENT","INACT",1,0,"[613]",114.3739669,29261.79467,43892.692,58523.58933,29261.79467,43892.692,58523.58933
"8365626","APPALACHIAN MINING AND RECLAMATION LLC","",246000,0,246000,"Voluntary Forfeiture","Forfeited",NA,NA,NA,96.31017063,2013-04-19,"PERMANENT","INACT",1,246000,"[878]",310.98247592,60484.093395,90726.140083,120968.18678,-185515.906605,-155273.859917,-125031.81322
"8981087","ARC KENTUCKY RESOURCES, LLC","",627500,627500,627500,"Active Operations","Bonded",NA,NA,NA,159.5509592,2021-03-11,"PERMANENT","ACT",NA,627500,"[1103, 1104]",311.7439554,150883.65671,226325.48506,301767.31342,-476616.34329,-401174.51494,-325732.68658
"8981084","ARC KENTUCKY RESOURCES, LLC","",3193600,1012100,1012100,"Active Operations","Bonded",0,4100,4100,556.7499127,2021-08-13,"PERMANENT","ACT",NA,1012100,"[1123, 1111, 1118, 1095, 1121]",1769.42614707,741004.532394,1111506.798575,1482009.064872,-271095.467606,99406.7985749999,469909.064872
"8984668","ARC KENTUCKY RESOURCES, LLC","",650200,99600,99600,"Active Temporary Cessation","Bonded",350,0,350,182.4570641,2021-04-01,"PERMANENT","ACT",NA,99600,"[1105]",376.57837182,145082.3838393,217623.575745,290164.767681,45482.3838393,118023.575745,190564.767681
"8640165","ARGUS ENERGY LLC","",304200,0,0,"Permit Released","Released",NA,NA,NA,106.9526656,2003-04-22,"PERMANENT","INACT",1,0,"[1038]",184.1208663,57680.34445,86520.51668,115360.6889,57680.34445,86520.51668,115360.6889
"8970288","B & G COAL SALES","",449800,0,0,"Permit Released","Released",NA,NA,NA,135.2602735,1987-12-29,"PERMANENT","INACT",1,0,"[291, 294, 295, 296, 293]",881.07012426,314121.88508,471182.82762,628243.77009,314121.88508,471182.82762,628243.77009
"8260681","B & W RESOURCES, INC.","Joshua L. Wagers (Mine #1)",26800,94000,94000,"Non-Disturbed","Bonded",NA,NA,NA,170.2060684,2012-07-03,"PERMANENT","ACT",1,94000,"[252]",118.8323801,49587.37089,74381.05634,99174.74179,-44412.62911,-19618.94366,5174.74179
"8970511","B & W RESOURCES, INC.","Perry Land Job",1836800,115100,0,"Phase I Bond Release","Released",0,0,0,493.7055698,2010-09-23,"PERMANENT","ACT",1,115100,"[459, 472]",1211.82573494,264774.170128,397161.255178,529548.340271,149674.170128,282061.255178,414448.340271
"660089","B W H COAL INC","",74520,9315,65205,"Final Forfeiture","Forfeited",NA,NA,NA,54.08438525,1982-06-14,"INTERIM","INACT",NA,65205,"[312]",102.1481257,37733.03557,56599.55336,75466.07115,-27471.96443,-8605.44664,10261.07115
"8980775","BEECH CREEK COAL COMPANY, LLC","Beech Creek Coal Company, Inc.",7051900,5530100,5530100,"Surety Reclamation","Bonded",160,1340,1500,1150.621916,2010-04-27,"PERMANENT","ACT",1,5530100,"[1497]",87.46823647,35025.30671,52537.96006,70050.61342,-5495074.69329,-5477562.03994,-5460049.38658
"8980537","BELFRY COAL CORPORATION","TURNIP BRANCH MINE",962618,0,0,"Permit Released","Released",NA,NA,NA,417.3678066,1998-07-17,"PERMANENT","INACT",1,0,"[1506, 1507]",245.98046191,161630.391149,242445.586718,323260.782267,161630.391149,242445.586718,323260.782267
"8075277","BLACKJEWEL, L.L.C., BEING RECLAIMED BY INDEMNITY NATIONAL INSURANCE COMPANY","",127700,127700,127700,"Surety Reclamation","Bonded",0,350,350,6390.062513,2019-01-08,"PERMANENT","ACT",NA,127700,"[198, 194, 202, 192]",697.24037106,387037.6588,580556.4883,774075.31765,259337.6588,452856.4883,646375.31765
"8665183","BLACKJEWEL, L.L.C., BEING RECLAIMED BY INDEMNITY NATIONAL INSURANCE COMPANY","",1144600,1144600,1144600,"Surety Reclamation","Bonded",0,700,700,12384.27067,2019-03-19,"PERMANENT","ACT",NA,1144600,"[315]",103.1841198,51807.3172,77710.97581,103614.6344,-1092792.6828,-1066889.02419,-1040985.3656
"8975151","BLUE DIAMOND MINING, LLC","Stratton Fork Mine",323800,161900,161900,"Active Temporary Cessation","Bonded",NA,NA,NA,87.26943453,2015-02-10,"PERMANENT","ACT",1,161900,"[469]",167.3345045,154781.22456,232171.83693,309562.44921,-7118.77544,70271.83693,147662.44921
"8975136","BLUE DIAMOND MINING, LLC","Orchard Branch",204100,103600,103600,"Active Temporary Cessation","Bonded",400,0,400,20.87026347,2015-01-23,"PERMANENT","ACT",1,103600,"[538]",84.35981532,12892.75706,19339.13559,25785.51412,-90707.24294,-84260.86441,-77814.48588
"8600550","BLUE DIAMOND MINING, LLC","",3168400,596500,0,"Phase I Bond Release","Released",NA,NA,NA,1362.403127,2015-03-04,"PERMANENT","ACT",1,596500,"[525]",133.727041,39946.79119,59920.18679,79893.58239,-556553.20881,-536579.81321,-516606.41761
"8480429","BLUEGRASS NATURAL RESOURCES LLC","",1547900,1547900,1547900,"Active Operations","Bonded",NA,NA,NA,262.6417042,2025-07-23,"PERMANENT","ACT",NA,1547900,"[593]",145.36896805,46394.02402,69591.03603,92788.04805,-1501505.97598,-1478308.96397,-1455111.95195
"610122","BRENDA COAL INC","",67200,0,0,"Permit Released","Released",NA,NA,NA,36.9555586,1980-09-22,"INTERIM","INACT",NA,0,"[162]",137.1797524,42914.74099,64372.11148,85829.48197,42914.74099,64372.11148,85829.48197
"8640152","BROKEN RIDGE LLC","",553600,0,0,"Permit Released","Released",NA,NA,NA,368.469038,2001-09-13,"PERMANENT","INACT",1,0,"[965]",144.6675453,52743.35428,79115.03142,105486.70856,52743.35428,79115.03142,105486.70856
"8130139","CABLE COAL COMPANY","",507600,0,0,"Permit Released","Released",NA,NA,NA,78.44325517,1987-10-06,"PERMANENT","INACT",1,0,"[314]",389.70136055,95950.679959,143926.019946,191901.359961,95950.679959,143926.019946,191901.359961
"2070330","CAIRNES COAL CO INC","",159000,0,0,"Permit Released","Released",NA,NA,NA,119.7264738,1979-01-13,"INTERIM","INACT",0,0,"[196, 197]",462.68902922,244447.008329,366670.512483,488894.01661,244447.008329,366670.512483,488894.01661
"610126","CAL GLO COAL INC","",889680,0,0,"Permit Released","Released",NA,NA,NA,293.4949365,1980-11-10,"INTERIM","INACT",NA,0,"[171, 172]",565.76402504,194206.567943,291309.85191,388413.135837,194206.567943,291309.85191,388413.135837
"8980819","CAMBRIAN COAL LLC","Powell Hollow",1972300,1191400,1191400,"Reclamation Only","Bonded",546,0,546,427.3239173,2010-01-05,"PERMANENT","ACT",1,1191400,"[1245, 1236]",423.11668426,160280.14283,240420.21424,320560.28565,-1031119.85717,-950979.78576,-870839.71435
"8980807","CAMBRIAN COAL LLC","Wolfpen Mine",6808300,3795300,3795300,"Reclamation Only","Bonded",0,9954,9954,597.163996,2008-07-03,"PERMANENT","ACT",1,3795300,"[1222, 1220, 1219, 1206, 1216]",1832.4834281,867970.6312812,1301955.94697,1735941.262649,-2927329.3687188,-2493344.05303,-2059358.737351
"8980620","CAMBRIAN COAL LLC","Bevins Fork",5666400,2760900,2760900,"Reclamation Only","Bonded",0,1273,1273,579.331828,2004-03-01,"PERMANENT","ACT",1,2760900,"[1217]",136.53243562,38938.175311,58407.262971,77876.35062,-2721961.824689,-2702492.737029,-2683023.64938
"8980846","CAMBRIAN COAL LLC","Red Creek Mine",547300,521000,521000,"Reclamation Only","Bonded",0,2758,2758,120.627578,2012-06-07,"PERMANENT","ACT",1,521000,"[1194, 1192]",1106.19834946,372462.704562,558694.056876,744925.409129,-148537.295438,37694.056876,223925.409129
"8360468","CARDINAL RECLAMATION COMPANY, LLC","",2166400,445400,0,"Phase II Bond Release","Released",0,0,0,787.3808396,2021-06-23,"PERMANENT","ACT",NA,445400,"[911]",107.2645056,60650.19014,90975.28521,121300.3803,-384749.80986,-354424.71479,-324099.6197
"8360469","CARDINAL RECLAMATION COMPANY, LLC","",815300,12600,0,"Phase II Bond Release","Released",0,0,0,210.5060563,2021-01-06,"PERMANENT","ACT",NA,12600,"[904]",624.44965115,263191.81661,394787.7249,526383.63325,250591.81661,382187.7249,513783.63325
"8365693","CBD RESOURCES, INC.","",871000,871000,871000,"Reclamation Only","Bonded",0,1240,1240,297.1514163,2022-04-22,"PERMANENT","ACT",NA,871000,"[875]",305.46290066,107977.929649,161966.894475,215955.859295,-763022.070351,-709033.105525,-655044.140705
"8075216","CHAS COAL LLC","",81900,0,0,"Permit Released","Released",NA,NA,NA,38.31624167,2005-08-08,"PERMANENT","INACT",1,0,"[287]",168.77491545,55705.67367,83558.510504,111411.34736,55705.67367,83558.510504,111411.34736
"8980010","CHERRY HILL DEVELOPMENT","",2000,0,0,"Permit Released","Released",NA,NA,NA,2.12919848,1983-03-04,"PERMANENT","INACT",1,0,"[1417]",167.68574036,53449.780842,80174.671263,106899.561674,53449.780842,80174.671263,106899.561674
"8984380","CHEYENNE MINING, INC","",78400,36200,0,"Phase I Bond Release","Released",0,0,0,54.99886963,2013-01-10,"PERMANENT","ACT",1,36200,"[1028]",118.94813248,26166.9263319,39250.3894969,52333.8526628,-10033.0736681,3050.3894969,16133.8526628
"8984382","CHEYENNE MINING, INC","Cheyenne Mining - Big Shoal",255900,0,0,"Permit Released","Released",NA,NA,NA,409.1944597,2012-12-26,"PERMANENT","INACT",1,0,"[1059, 1063]",200.85787831,156121.97955,234182.96931,312243.95902,156121.97955,234182.96931,312243.95902
"8984384","CHEYENNE MINING, INC","",194000,0,0,"Permit Released","Released",NA,NA,NA,278.1978033,2012-12-20,"PERMANENT","INACT",1,0,"[1051]",270.50000501,170165.1949,255247.79231,340330.38979,170165.1949,255247.79231,340330.38979
"8984346","CHISHOLM COAL LLC","",29100,0,0,"Permit Released","Released",NA,NA,NA,267.5099481,2009-12-21,"PERMANENT","INACT",1,0,"[1485]",221.79579294,163342.81804,245014.227027,326685.636062,163342.81804,245014.227027,326685.636062
"8985016","CLARK ELKHORN COAL COMPANY","",42600,0,0,"Permit Released","Released",NA,NA,NA,4.14707168,1984-06-01,"PERMANENT","INACT",1,0,"[1090]",99.25670073,55641.76896,83462.65344,111283.5379,55641.76896,83462.65344,111283.5379
"8970383","CLEMONS BROTHERS DEVELOPMENT CO INC","MUDLICK #1",15500,0,0,"Permit Released","Released",NA,NA,NA,37.95499136,1997-01-09,"PERMANENT","INACT",1,0,"[413]",158.42749647,47988.2084,71982.3126,95976.4168,47988.2084,71982.3126,95976.4168
"365006","CLINE BRANCH COAL CO","",32000,0,0,"Permit Released","Released",NA,NA,NA,16.50808984,1979-01-09,"INTERIM","INACT",NA,0,"[970]",292.63133301,78660.338372,117990.507548,157320.676751,78660.338372,117990.507548,157320.676751
"8985928","CLINTWOOD ELKHORN MINING LLC","",394600,0,0,"Permit Released","Released",NA,NA,NA,115.6551256,1997-10-23,"PERMANENT","INACT",0,0,"[1410]",206.14602502,81401.610272,122102.415403,162803.220544,81401.610272,122102.415403,162803.220544
"8981095","CLINTWOOD JOD, LLC","",832700,832700,832700,"Active Operations","Bonded",1600,0,1600,500.6948431,2021-11-30,"PERMANENT","ACT",NA,832700,"[1501]",522.96765236,263483.973678,395225.960469,526967.94734,-569216.026322,-437474.039531,-305732.05266
"8981098","CLINTWOOD JOD, LLC","",1242500,1242500,1242500,"Active Operations","Bonded",2200,3000,5200,207.5470813,2021-11-30,"PERMANENT","ACT",NA,1242500,"[1511, 1499]",1014.77665907,629500.463843,944250.695765,1259000.92753,-612999.536157,-298249.304235,16500.92753
"8981100","CLINTWOOD JOD, LLC","",2500300,2543800,2543800,"Actively Producing","Bonded",4306,2027,6333,607.0199866,2021-11-30,"PERMANENT","ACT",NA,2543800,"[1491, 1477]",1352.52202796,659682.8837685,989524.325658,1319365.767498,-1884117.1162315,-1554275.674342,-1224434.232502
"8981067","CLINTWOOD JOD, LLC","",716500,716500,716500,"Active Operations","Bonded",NA,NA,NA,871.6446903,2020-10-21,"PERMANENT","ACT",NA,716500,"[1440, 1433]",369.70353224,119317.61869,178976.42804,238635.23733,-597182.38131,-537523.57196,-477864.76267
"8981093","CLINTWOOD JOD, LLC","",348000,348000,348000,"Active Operations","Bonded",NA,NA,NA,630.0255499,2021-11-30,"PERMANENT","ACT",NA,348000,"[1421, 1408, 1416]",927.01187847,311608.994295,467413.491438,623217.988628,-36391.005705,119413.491438,275217.988628
"8981082","CLINTWOOD JOD, LLC","",503000,403000,403000,"Reclamation Only","Bonded",NA,NA,NA,410.087199,2021-11-30,"PERMANENT","ACT",NA,403000,"[1345]",185.72547424,54312.48543,81468.72815,108624.97088,-348687.51457,-321531.27185,-294375.02912
"8981096","CLINTWOOD JOD, LLC","",2288300,2288300,2288300,"Active Operations","Bonded",0,5100,5100,513.8184275,2021-11-30,"PERMANENT","ACT",NA,2288300,"[1521, 1515, 1508, 1514, 1517, 1516]",1995.23853695,624922.3592993,937383.538965,1249844.718529,-1663377.6407007,-1350916.461035,-1038455.281471
"8981077","CLINTWOOD JOD, LLC","",1920500,1643000,1643000,"Active Operations","Bonded",0,8915,8915,473.8687846,2021-11-30,"PERMANENT","ACT",NA,1643000,"[1368, 1363, 1371, 1374]",3032.77772534,1119937.000298,1679905.500402,2239874.000655,-523062.999702,36905.5004019998,596874.000655
"8981088","CLINTWOOD JOD, LLC","",2989700,2972900,2972900,"Active Operations","Bonded",0,8387,8387,901.0541612,2021-11-30,"PERMANENT","ACT",NA,2972900,"[1402, 1401, 1398, 1381, 1393]",3644.59593673,1981326.033285,2971989.050117,3962652.066417,-991573.966715,-910.949882999528,989752.066416999
"8981091","CLINTWOOD JOD, LLC","",724000,339000,339000,"Active Operations","Bonded",0,0,0,401.8021411,2021-11-30,"PERMANENT","ACT",NA,339000,"[1367]",192.56654547,97273.44089,145910.16133,194546.88174,-241726.55911,-193089.83867,-144453.11826
"8981090","CLINTWOOD JOD, LLC","",1555500,1442500,1442500,"Active Operations","Bonded",0,550,550,58.45194894,2021-11-30,"PERMANENT","ACT",NA,1442500,"[1449]",111.385203,26706.02461,40059.03692,53412.04922,-1415793.97539,-1402440.96308,-1389087.95078
"8981099","CLINTWOOD JOD, LLC","",1192900,742900,742900,"Active Operations","Bonded",0,1500,1500,276.4859241,2021-11-30,"PERMANENT","ACT",NA,742900,"[1382]",412.70827912,216994.28698,325491.43049,433988.57395,-525905.71302,-417408.56951,-308911.42605
"8984678","CLINTWOOD JOD, LLC","",130900,130900,130900,"Active Temporary Cessation","Bonded",500,0,500,22.51835744,2021-11-30,"PERMANENT","ACT",NA,130900,"[1434]",99.98911914,40095.45135,60143.17703,80190.9027,-90804.54865,-70756.82297,-50709.0973
"8984687","CLINTWOOD JOD, LLC","",1706600,306600,306600,"Active Temporary Cessation","Bonded",500,0,500,428.0863814,2021-11-30,"PERMANENT","ACT",NA,306600,"[1321]",352.38622541,109957.45692,164936.18538,219914.91385,-196642.54308,-141663.81462,-86685.08615
"8984673","CLINTWOOD JOD, LLC","",125300,125300,125300,"Active Temporary Cessation","Bonded",500,0,500,45.43563818,2021-11-30,"PERMANENT","ACT",NA,125300,"[1419]",169.22272891,46519.382822,69779.074223,93038.765631,-78780.617178,-55520.925777,-32261.234369
"485070","CLOVER COAL CO INC","",13000,0,0,"Permit Released","Released",NA,NA,NA,34.22745487,1980-09-23,"INTERIM","INACT",NA,0,"[441]",168.34886242,90149.2139,135223.82086,180298.42777,90149.2139,135223.82086,180298.42777
"8485335","CNS MINING INC","P & K MINING CORP",48200,0,48200,"Final Forfeiture","Forfeited",NA,NA,NA,2552.243586,1996-01-12,"PERMANENT","INACT",1,48200,"[508]",105.17804939,43887.39941,65831.09911,87774.79882,-4312.60059,17631.09911,39574.79882
"4800108","CODY DEVELOPMENT","",77500,0,0,"Permit Released","Released",NA,NA,NA,43.61429105,1984-05-22,"PERMANENT","INACT",1,0,"[1089]",91.4550196,30213.68462,45320.52693,60427.36925,30213.68462,45320.52693,60427.36925
"800040","COLE & COLE INC","",318990,0,0,"Permit Released","Released",NA,NA,NA,462.1327844,1980-02-18,"INTERIM","INACT",NA,0,"[1112]",156.40533262,72823.6373,109235.45595,145647.27461,72823.6373,109235.45595,145647.27461
"8670422","COOK AND SONS MINING INC","",138000,0,0,"Permit Released","Released",NA,NA,NA,67.60928149,2001-04-25,"PERMANENT","INACT",1,0,"[740]",64.61256206,27674.58987,41511.88481,55349.17975,27674.58987,41511.88481,55349.17975
"8605240","COOK AND SONS MINING INC","",435600,0,0,"Permit Released","Released",NA,NA,NA,141.0499422,2001-10-23,"PERMANENT","INACT",1,0,"[612]",153.00078217,73908.93838,110863.40757,147817.87679,73908.93838,110863.40757,147817.87679
"8980389","CORBIN MINING, LLC","",1363200,259000,259000,"Reclamation Only","Bonded",0,2770,2770,302.3458407,1993-02-12,"PERMANENT","ACT",1,259000,"[1478, 1460]",741.54169526,783088.65344,1174632.980294,1566177.307063,524088.65344,915632.980294,1307177.307063
"6675056","CRESCENT ENERGY INC","",100700,0,100700,"Final Forfeiture","Forfeited",NA,NA,NA,20.9474605,1984-07-12,"PERMANENT","INACT",1,100700,"[836]",331.6272637,114713.69082,172070.53623,229427.38165,14013.69082,71370.53623,128727.38165
"8675136","CUMBERLAND RIVER COAL COMPANY","OVEN FORK MINE",6202300,0,0,"Permit Released","Released",NA,NA,NA,5461.105129,1991-11-27,"PERMANENT","INACT",1,0,"[723, 716, 780]",382.16406907,272245.531138,408368.29674,544491.06229,272245.531138,408368.29674,544491.06229
"8800194","CZAR COAL CORPORATION","CZAR COAL CORPORATION",370500,453500,453500,"Active Operations","Bonded",2400,0,2400,152.1369381,2017-10-18,"PERMANENT","ACT",1,453500,"[968]",108.5988591,56922.14129,85383.21193,113844.2826,-396577.85871,-368116.78807,-339655.7174
"8800163","CZAR COAL CORPORATION","LAUREL FORK",2705500,1320700,1320700,"Suspended","Bonded",NA,NA,NA,898.5990819,2006-12-11,"PERMANENT","ACT",1,1320700,"[984, 1017]",236.0318866,108542.98622,162814.47932,217085.97247,-1212157.01378,-1157885.52068,-1103614.02753
"8800117","CZAR COAL CORPORATION","PEVLER COMPLEX",4207600,685800,0,"Phase I Bond Release","Released",NA,NA,NA,451.8598165,1996-05-09,"PERMANENT","ACT",1,685800,"[939, 930]",767.94614183,406725.83974,610088.759635,813451.67954,-279074.16026,-75711.240365,127651.67954
"8800115","CZAR COAL CORPORATION","ENOXY COAL INC",602300,0,0,"Permit Released","Released",NA,NA,NA,134.9340146,1996-10-22,"PERMANENT","INACT",1,0,"[1021]",215.1469456,74760.77174,112141.15761,149521.54348,74760.77174,112141.15761,149521.54348
"8800118","CZAR COAL CORPORATION","LITTLE BEECH #1",152200,0,0,"Permit Released","Released",NA,NA,NA,333.7241945,1996-04-30,"PERMANENT","INACT",1,0,"[940]",158.73819262,82027.05047,123040.57572,164054.1009,82027.05047,123040.57572,164054.1009
"8580236","D & J COAL COMPANY LLC","D&J Coal Company, LLC",9824200,4228900,4228900,"Actively Producing","Bonded",2590,0,2590,1479.074113,2010-09-09,"PERMANENT","ACT",1,4228900,"[743]",315.44143583,215102.068395,322653.102669,430204.136822,-4013797.931605,-3906246.897331,-3798695.863178
"8320068","D & J COAL COMPANY LLC","D & J Coal Company, LLC.",694400,0,0,"Permit Released","Released",NA,NA,NA,213.647178,2015-05-13,"PERMANENT","INACT",1,0,"[1262]",169.11586187,106437.794,159656.69103,212875.588,106437.794,159656.69103,212875.588
"8675300","DEANE MINING LLC","Mill Creek Operation",1501800,422500,422500,"Suspended","Bonded",0,840,840,8463.520955,2008-09-19,"PERMANENT","ACT",1,422500,"[690, 738, 750, 737, 714, 704, 728]",1522.62500518,601976.13556,902964.203371,1203952.271048,179476.13556,480464.203371,781452.271048
"8670480","DEANE MINING LLC","",298600,0,0,"Permit Released","Released",NA,NA,NA,185.7249617,2008-06-03,"PERMANENT","INACT",1,0,"[782]",334.16019905,117826.568851,176739.853272,235653.137733,117826.568851,176739.853272,235653.137733
"8670482","DEANE MINING LLC","",1720500,0,0,"Permit Released","Released",NA,NA,NA,470.8113574,2008-09-22,"PERMANENT","INACT",1,0,"[788]",501.00095264,217479.03637,326218.55457,434958.07281,217479.03637,326218.55457,434958.07281
"8480215","DEBRA LYNN COALS INC","",15121,0,0,"Permit Released","Released",NA,NA,NA,113.4136198,2001-08-28,"PERMANENT","INACT",1,0,"[352]",165.01841427,66154.90351,99232.35527,132309.80703,66154.90351,99232.35527,132309.80703
"8480132","DEBRA LYNN COALS INC","DEBRA LYNN COALS INC",108600,0,0,"Permit Released","Released",NA,NA,NA,51.79201913,1989-12-27,"PERMANENT","INACT",1,0,"[319]",122.9427511,65166.833,97750.2495,130333.666,65166.833,97750.2495,130333.666
"8368094","DFM PROCESSING LLC","",814500,814500,814500,"Active Operations","Bonded",NA,NA,NA,86.80201812,2024-02-23,"PERMANENT","ACT",NA,814500,"[655]",255.31634982,100108.626209,150162.939307,200217.252421,-714391.373791,-664337.060693,-614282.747579
"8130160","DIAMOND MAY COAL COMPANY","DIAMOND MAY COAL CO",1011432,0,0,"Permit Released","Released",NA,NA,NA,151.2297156,1989-12-28,"PERMANENT","INACT",1,0,"[412, 415]",634.50369592,453918.791817,680878.187741,907837.58362,453918.791817,680878.187741,907837.58362
