"Permit_ID","Permittee","Mine_Name","Bond_Amount","Avail_Bond","Bond_Type","Mine_Status","Bond_Status","Issue_Date","Acres","Anniversary","App_Date","App_No","Mine_Type","Post_SMCRA","Trans_From","Release_Date","Mountaintop","Underground","Steep_Slope","Auger_Mining","Non_AOC","Remining","Remining_Acres","Layer","Full_Bond","Highwall_IDs","Highwall_Length","Highwall_Cost_Min","Highwall_Cost_Mid","Highwall_Cost_Max","Min_Deficit","Mid_Deficit","Max_Deficit"
"1101812","LAMBERT COAL COMPANY, INC.","BIRD STRIP & AUGER",0,0,"P","Released","Released",2002-10-08,0,2007-10-08,"",NA,"Surface - Auger/Surface-Contour",NA,"","","N","Y","Y","Y","N","Y",56.2,"Released_Permit_Boundaries",0,"[1344]",120.2682284,48262.88428,72394.32641,96525.76855,48262.88428,72394.32641,96525.76855
"2336","Laurel Creek Coal Company","",0,0,"","Revoked","Forfeited",NA,68,NA,"",NA,"",0,"","09/03/1980","","","","","","",NA,"Bond_Forfeiture_Boundaries",0,"[1760]",273.24618471,127759.40615,191639.10918,255518.81227,127759.40615,191639.10918,255518.81227
"1500387","LOWER CLINTWOOD COAL COMPANY","LOWER CLINTWOOD COAL COMPANY",0,0,"P","Released","Released",1983-12-16,0,1988-12-16,"",NA,"Surface - Area/Surface-Contour/AF-Refuse Disp",NA,"247201X","","","","","","","",0,"Released_Permit_Boundaries",0,"[1084]",75.14677621,36986.45377,55479.68065,73972.90754,36986.45377,55479.68065,73972.90754
"2398","Maco Coal, Inc.","",0,0,"","Revoked","Forfeited",NA,155,NA,"",NA,"",0,"","09/01/1978","","","","","","",NA,"Bond_Forfeiture_Boundaries",0,"[1289, 1296, 1297]",828.28246437,408252.5849,612378.87737,816505.16981,408252.5849,612378.87737,816505.16981
"1101929","MID-VOL COAL SALES, INC.","VIRGINIA POINT SURFACE MINE",2673000,2673000,"P","ACTIVE","Bonded",2004-11-23,892.78,2024-11-23,"2004/11/23",1010340,"Surface-Contour/Surf-Steep Slop/Surface - Auger",1,"","","N","Y","Y","Y","Y","Y",871.65,"CSMO_Permit_Boundaries",2673000,"[2187, 2194, 2191, 2190, 2200]",2141.45318195,1673270.938937,2509906.408315,3346541.877763,-999729.061063,-163093.591685,673541.877763
"1101681","MOTIVATION COAL COMPANY","BLACK BEAR #2 SURFACE MINE",0,0,"P","Released","Released",1999-03-16,0,2003-03-16,"",NA,"Surface-Contour/Surface - Area/Surface - Auger",NA,"","","N","","Y","Y","Y","Y",367.05,"Released_Permit_Boundaries",0,"[1418, 1422]",481.88585343,214642.084843,321963.12726,429284.16971,214642.084843,321963.12726,429284.16971
"1701819","NALLY & HAMILTON ENTERPRISES, INC.","RODA COMPLEX",415600,0,"","Phase 3","Released",NA,NA,NA,"2000/11/21",NA,"",1,"","","","","","","","",NA,"Bond_Status",415600,"[702]",238.93470096,51996.1524615,77994.2286968,103992.3049231,-363603.8475385,-337605.7713032,-311607.6950769
"1101861","PARAMONT COAL COMPANY VIRGINIA, LLC","LOVERS GAP #4 SURFACE MINE",0,0,"P","Released","Released",2000-09-28,0,2006-09-28,"",NA,"Surface-Contour/Surface - Auger/Surf-Steep Slop/Surface - Area",NA,"1101759","","N","Y","Y","Y","Y","N",0,"Released_Permit_Boundaries",0,"[1463]",135.80668466,27981.8719739,41972.8079659,55963.7439579,27981.8719739,41972.8079659,55963.7439579
"1101863","PARAMONT COAL COMPANY VIRGINIA, LLC","BLACK BEAR #3 SURFACE MINE",0,0,"P","Released","Released",2000-09-26,0,2003-09-26,"",NA,"Surf-Steep Slop/Surface-Contour/Surface - Auger",NA,"1101758","","N","Y","Y","Y","N","N",0,"Released_Permit_Boundaries",0,"[1400]",69.11203049,35207.33854,52811.00782,70414.67709,35207.33854,52811.00782,70414.67709
"1201874","PARAMONT COAL COMPANY VIRGINIA, LLC","STEELS FORK UPPER BANNER DEEP MINE (VICC #11)",0,0,"P","Released","Released",2002-08-27,0,2008-08-27,"",NA,"Surface - Auger/Undergrd. - R P",NA,"1201807","","N","Y","Y","Y","Y","Y",120.05,"Released_Permit_Boundaries",0,"[1161, 1166]",734.97796965,389321.63433,583982.45158,778643.26869,389321.63433,583982.45158,778643.26869
"1601872","PARAMONT COAL COMPANY VIRGINIA, LLC","LAWSON HOLLOW SURFACE/DEEP MINE",0,0,"P","Released","Released",2002-10-18,0,2007-10-18,"",NA,"Surface - Auger/Surface-Contour/Surf-Steep Slop/Undergrd. - R P",NA,"1601814","","N","Y","Y","Y","N","Y",155.61,"Released_Permit_Boundaries",0,"[1244]",68.03798358,35417.878426,53126.81763,70835.75684,35417.878426,53126.81763,70835.75684
"1501867","PARAMONT COAL COMPANY VIRGINIA, LLC","DALE RIDGE DOCK",0,0,"P","Released","Released",1986-12-19,0,2003-12-19,"",NA,"Surface - Area/Surface - Auger/AF-Load-out Fac/Surface-Contour",NA,"1300938","","N","Y","Y","Y","Y","Y",128.84,"Released_Permit_Boundaries",0,"[1173, 1176, 1171]",2733.80124036,1491519.354384,2237279.0314615,2983038.708725,1491519.354384,2237279.0314615,2983038.708725
"1101038","PARAMONT COAL CORPORATION","",0,0,"P","Released","Released",1987-07-13,0,NA,"",NA,"Surface-Contour",NA,"","","","","","","","",0,"Released_Permit_Boundaries",0,"[1045]",26.07374652,10436.65181,15654.97771,20873.30361,10436.65181,15654.97771,20873.30361
"1101347","PARAMONT COAL CORPORATION","DUCK CAMP BRANCH MINE",0,0,"P","Released","Released",1991-05-22,0,1993-05-22,"",NA,"Surface-Contour",NA,"","","","","","","","",0,"Released_Permit_Boundaries",0,"[1098]",227.9796634,61611.15447,92416.73171,123222.30895,61611.15447,92416.73171,123222.30895
"1101743","PARAMONT COAL CORPORATION","BIRCHFIELD #5 MINE",0,0,"P","Released","Released",2000-03-17,0,2003-03-17,"",NA,"Surf-Steep Slop/Surface - Auger/Undergrd. - R P/Surface-Contour",NA,"","","N","Y","Y","Y","Y","Y",195.31,"Released_Permit_Boundaries",0,"[1040]",272.22048092,264431.366787,396647.050171,528862.733565,264431.366787,396647.050171,528862.733565
"1102180","PARAMONT CONTURA, LLC","THREE FORKS SURFACE MINE",4950000,4950000,"P","ACTIVE","Bonded",2014-05-29,2060.74,2026-05-29,"2014/05/29",1011538,"Surface - Area/Surface - Auger/Surf-Steep Slop",1,"1102123","","N","Y","Y","Y","N","Y",122.04,"CSMO_Permit_Boundaries",4950000,"[1548]",759.93716987,473386.426561,710079.639808,946772.853204,-4476613.573439,-4239920.360192,-4003227.146796
"1102218","PARAMONT CONTURA, LLC","TRACE FORK #3 MINE",0,0,"P","Released","Released",1999-08-10,0,2012-08-10,"",NA,"Surf-Steep Slop/Surface-Contour/Surface - Area/Surface - Auger/RECLAIM ONLY",NA,"1101897","","N","Y","Y","Y","N","N",0,"Released_Permit_Boundaries",0,"[1197]",203.91583758,75010.539718,112515.809557,150021.079418,75010.539718,112515.809557,150021.079418
"1102192","PARAMONT CONTURA, LLC","DRY FORK",0,0,"P","Released","Released",2009-11-12,0,2019-11-12,"",NA,"Surface - Area/Surface - Auger/Surf-Steep Slop",NA,"1102040","","N","Y","Y","Y","N","Y",606.77,"Released_Permit_Boundaries",0,"[1237, 1238, 1233]",364.01931876,134914.38148,202371.57224,269828.76301,134914.38148,202371.57224,269828.76301
"2800","Raptor, Inc.","",0,0,"","Revoked","Forfeited",NA,178.5,NA,"",NA,"",0,"","6/18/1980","","","","","","",NA,"Bond_Forfeiture_Boundaries",0,"[1099]",96.53499802,64217.2258,96325.8387,128434.45161,64217.2258,96325.8387,128434.45161
"1100033","RED RIVER COAL COMPANY, INC.","FOX GAP MINE",831300,831300,"P","ACT/NOT PRDCNG","Bonded",1983-02-23,459.09,2026-02-23,"1983/02/23",1011523,"Surface-Contour/Undergrd. - R P/Surface - Area/Surface - Auger/Surf-Steep Slop",1,"319502X","","N","Y","Y","Y","N","N",0,"CSMO_Permit_Boundaries",831300,"[876, 888, 886, 880]",635.68130027,687242.909086,1030864.36358,1374485.81811,-144057.090914,199564.36358,543185.81811
"1601576","RED RIVER COAL COMPANY, INC.","BLACK CREEK SURFACE MINE",903700,903700,"P","ACT/NOT PRDCNG","Bonded",1996-09-27,1331.78,2025-09-27,"1996/09/27",1011524,"Undergrd. - R P/Surface - Auger/Surface-Contour/Surface - Area/Surf-Steep Slop",1,"","","N","N","Y","Y","N","Y",844.3,"CSMO_Permit_Boundaries",903700,"[916]",63.97098319,27635.48918,41453.23376,55270.97835,-876064.51082,-862246.76624,-848429.02165
"1100084","RED RIVER COAL COMPANY, INC.","DIXIANA PERMIT",127800,127800,"P","ACTIVE","Bonded",1983-06-23,93.71,2024-06-23,"1983/06/23",1011610,"AF-Load-out Fac/Surface-Contour/Surf-Steep Slop",1,"211301X","","N","Y","Y","N","N","Y",18.65,"CSMO_Permit_Boundaries",127800,"[910]",289.26989488,205727.194959,308590.792539,411454.390018,77927.194959,180790.792539,283654.390018
"1101760","RED RIVER COAL COMPANY, INC.","BACKBONE RIDGE SURFACE MINE",834200,834200,"P","RECLAIMED/ACT.","Bonded",2000-10-20,464.36,2025-10-20,"2000/10/20",1011499,"Surface-Contour/Surface - Area/Surf-Steep Slop/Undergrd. - R P",1,"","","N","Y","Y","N","N","Y",98.25,"CSMO_Permit_Boundaries",834200,"[865, 867, 861]",1041.65720873,1313159.931942,1969739.897972,2626319.86398,478959.931942,1135539.897972,1792119.86398
"1101272","RED RIVER COAL COMPANY, INC.","FLAT GAP MINE",448400,448400,"P","RECLAIMED/ACT.","Bonded",1990-06-21,230.71,2025-06-21,"1990/06/21",1011127,"Undergrd. - R P/Surface-Contour/Surface - Auger/Surf-Steep Slop",1,"","","N","Y","Y","Y","N","Y",28.7,"CSMO_Permit_Boundaries",448400,"[850, 881]",372.09962008,414090.386229,621135.57935,828180.77256,-34309.6137709999,172735.57935,379780.77256
"1101263","RED RIVER COAL COMPANY, INC.","",0,0,"P","Released","Released",1985-08-27,0,1992-08-27,"",NA,"Surface-Contour",NA,"1100746","","","","","","","",0,"Released_Permit_Boundaries",0,"[884]",57.8239061,64292.54047,96438.81071,128585.0809,64292.54047,96438.81071,128585.0809
"1100717","RED RIVER COAL COMPANY, INC.","BUCK KNOB MINE",0,0,"P","Released","Released",1985-06-05,0,2018-06-05,"",NA,"Surface - Auger/Surface-Contour/Undergrd. - R P/Surf-Steep Slop",NA,"142801X","","N","Y","Y","Y","N","N",0,"Released_Permit_Boundaries",0,"[938]",322.56748637,197063.45358,295595.18039,394126.90719,197063.45358,295595.18039,394126.90719
"1101401","RED RIVER COAL COMPANY, INC.","NORTH FOX GAP SURFACE MINE",0,0,"P","Released","Released",1992-01-16,0,2017-01-16,"",NA,"Surface-Contour/Surface - Auger/Surface - Area/Surf-Steep Slop/RECLAIM ONLY",NA,"","","N","Y","Y","Y","N","Y",252.19,"Released_Permit_Boundaries",0,"[913, 923]",730.50382645,695798.41959,1043697.62938,1391596.83921,695798.41959,1043697.62938,1391596.83921
"1102135","REVELATION ENERGY, LLC","JONES FORK SURFACE MINE #3",2000900,2000900,"C","ACT/NOT PRDCNG","Bonded",2006-10-31,88.27,2019-10-31,"2006/10/31",1009833,"Surface-Contour/Surface - Auger",1,"1101987","","N","Y","Y","Y","N","Y",16.55,"CSMO_Permit_Boundaries",2000900,"[1880]",134.41368832,61844.59791,92766.89686,123689.19581,-1939055.40209,-1908133.10314,-1877210.80419
"1100786","SOUTHWESTERN VIRGINIA COAL CORP.","HOME CREEK STRIP",0,0,"P","Released","Released",1985-12-30,0,1990-12-30,"",NA,"Strip",NA,"374102X","","","","","","","",0,"Released_Permit_Boundaries",0,"[1608]",146.32321908,37434.13052,56151.195787,74868.261053,37434.13052,56151.195787,74868.261053
"1501702","THE BANNER COMPANY","BANNER #2 STRIP",1227600,1227600,"P","TEMP CESSATION","Bonded",1999-11-05,180.23,2024-11-05,"1999/11/05",1010007,"Surface-Contour/Surf-Steep Slop/Surface - Auger/AF-Refuse Disp/Undergrd. - R P",1,"","","N","Y","Y","Y","N","Y",68.2,"CSMO_Permit_Boundaries",1227600,"[1286, 1285, 1282, 1283, 1284]",1059.63389889,439386.0585417,659079.087834,878772.117009,-788213.9414583,-568520.912166,-348827.882991
"1100918","THE BANNER COMPANY","HOKIE MINING #3",0,0,"P","Released","Released",1986-11-14,0,1997-11-14,"",NA,"Surface-Contour/Surface - Auger/Undergrd. - R P",NA,"","","N","N","N","Y","N","N",0,"Released_Permit_Boundaries",0,"[1292]",63.57906121,24199.70649,36299.55974,48399.41299,24199.70649,36299.55974,48399.41299
"1101779","THE BANNER COMPANY","HONEY BRANCH REMINING PERMIT",0,0,"P","Released","Released",2001-06-11,0,2006-06-11,"",NA,"Surface-Contour/Surface - Auger",NA,"","","N","Y","N","Y","N","Y",38.7,"Released_Permit_Boundaries",0,"[1308, 1306, 1307, 1311]",753.35943053,428979.865585,643469.798322,857959.731112,428979.865585,643469.798322,857959.731112
"1102049","THE BANNER COMPANY","COON BRANCH RECLAMATION AREA",0,0,"C","Released","Released",2010-07-22,0,2014-07-22,"",NA,"RECLAIM ONLY",NA,"","","N","Y","Y","N","Y","Y",4.45,"Released_Permit_Boundaries",0,"[1272]",87.16951706,22225.623224,33338.43483,44451.24645,22225.623224,33338.43483,44451.24645
"1601788","THE BLACK DIAMOND COMPANY","CONVICT HOLLOW REMINING PERMIT",786800,786800,"P","ACT/NOT PRDCNG","Bonded",2001-11-20,346.56,2011-11-20,"2001/11/20",1010294,"Surface-Contour/Surface - Auger/Undergrd. - R P",1,"","","N","Y","Y","Y","N","Y",278.23,"CSMO_Permit_Boundaries",786800,"[1458]",369.29194127,301657.15219,452485.72833,603314.30439,-485142.84781,-334314.27167,-183485.69561
"1102067","THE BLACK DIAMOND COMPANY","BEE TREE AUGER",35300,35300,"C","RECLAIMED/ACT.","Bonded",2011-12-07,53.06,2017-12-07,"2011/12/07",1010037,"Surface-Contour/Surface - Auger/Surf-Steep Slop",1,"","","N","Y","Y","Y","N","Y",24.41,"CSMO_Permit_Boundaries",35300,"[1383]",92.66202172,51286.2503,76929.37544,102572.5006,15986.2503,41629.37544,67272.5006
"1601787","THE BLACK DIAMOND COMPANY","BUCKEYE BRANCH/CANEY FORK REMINING",460200,460200,"P","TEMP CESSATION","Bonded",2001-11-16,344.29,2023-11-16,"2001/11/16",1011101,"Surface-Contour/Surface - Auger/Undergrd. - R P",1,"","","N","Y","Y","Y","N","Y",97.68,"CSMO_Permit_Boundaries",460200,"[1415, 1414]",419.60175496,147501.930905,221252.896352,295003.86181,-312698.069095,-238947.103648,-165196.13819
"1601816","THE BLACK DIAMOND COMPANY","ELKINS BRANCH REMINING PERMIT",2015600,2015600,"P","TEMP CESSATION","Bonded",2002-10-29,110.07,2025-10-29,"2002/10/29",1011288,"Surf-Steep Slop/Surface - Auger/Surface-Contour",1,"","","N","Y","Y","Y","N","Y",107.62,"CSMO_Permit_Boundaries",2015600,"[1611, 1614]",470.27734291,202209.800147,303314.700215,404419.600333,-1813390.199853,-1712285.299785,-1611180.399667
"1102056","TRUE ENERGY FUELS, LLC","TRUE ENERGY FUELS, LLC",684000,684000,"P","ACTIVE","Bonded",2009-08-20,289.64,2024-08-20,"2009/08/20",1010744,"Surface-Contour/Surface - Auger",1,"1102038","","N","Y","Y","Y","N","Y",216.23,"CSMO_Permit_Boundaries",684000,"[985, 992, 976, 983]",1265.65284215,662577.5202219,993866.280445,1325155.040573,-21422.4797781,309866.280445,641155.040573
"1602078","VIRGINIA FUEL CORPORATION","VFC - EASTERN STRIP",738000,738000,"P","ACT/NOT PRDCNG","Bonded",1992-08-03,308.98,2020-08-03,"1992/08/03",1008247,"Surface-Contour/Undergrd. - R P/Surface - Auger",1,"1601423","","N","Y","N","Y","N","N",0,"CSMO_Permit_Boundaries",738000,"[642]",179.78013309,57050.88802,85576.33203,114101.77602,-680949.11198,-652423.66797,-623898.22398
"1602068","VIRGINIA FUEL CORPORATION","VFC - WESTERN STRIP",2480100,2480100,"P","ACT/NOT PRDCNG","Bonded",1993-05-26,1496.01,2020-05-26,"1993/05/26",1008584,"Surface-Contour/Undergrd. - R P/Surface - Auger",1,"1601466","","N","N","Y","Y","N","N",0,"CSMO_Permit_Boundaries",2480100,"[603]",139.3119267,57302.48403,85953.72605,114604.9681,-2422797.51597,-2394146.27395,-2365495.0319
"1702073","VIRGINIA FUEL CORPORATION","VFC - CALVIN FACILITIES",1835875,1835875,"P","ACTIVE","Bonded",1987-10-15,734.13,2020-10-15,"1987/10/15",1008322,"PREP PLANT/AF-Load-out Fac/Surface - Auger/Undergrd. - R P/Surface-Contour/AF-Refuse Disp",1,"1501065","","N","Y","Y","Y","N","N",0,"CSMO_Permit_Boundaries",1835875,"[620, 622]",223.75002301,126594.539634,189891.809461,253189.07928,-1709280.460366,-1645983.190539,-1582685.92072
"1602074","VIRGINIA FUEL CORPORATION","VFC - STATE LINE STRIP",3450400,3450400,"P","ACT/NOT PRDCNG","Bonded",2000-03-20,1604.9,2020-03-20,"2000/03/20",1009360,"Surface-Contour/Surface - Auger/Undergrd. - R P/RECLAIM ONLY",1,"1601744","","N","Y","Y","Y","N","Y",565.63,"CSMO_Permit_Boundaries",3450400,"[645, 663, 643, 652]",492.36921796,197684.780965,296527.171437,395369.561979,-3252715.219035,-3153872.828563,-3055030.438021
"3121","Virginia Partners Limited","",0,0,"","Revoked","Forfeited",NA,40.85,NA,"",NA,"",0,"","12/01/1987","","","","","","",NA,"Bond_Forfeiture_Boundaries",0,"[584]",116.4380963,46474.56735,69711.85103,92949.1347,46474.56735,69711.85103,92949.1347
"1101661","","",0,0,"","Phase 3","Released",NA,NA,NA,"",NA,"",NA,"","","","","","","","",NA,"Bond_Status",0,"[879, 882]",213.558057,124806.03617,187209.05425,249612.07236,124806.03617,187209.05425,249612.07236
"1102164","","",0,0,"","Phase 3","Released",NA,NA,NA,"",NA,"",NA,"","","","","","","","",NA,"Bond_Status",0,"[1431]",351.73323862,108978.966911,163468.450359,217957.933815,108978.966911,163468.450359,217957.933815
